probe_cc,test_type,measurement_date,probe_asn,url_category,measurement_outcome,dns_mismatch_score,http_body_length_diff,tcp_connect_ms,resolver_match,header_mismatch
RU,http_header_field_manipulation,2022-02-14 11:10:35.887177,AS4099,LGBT,ok,0.1,1.1885,70.1,1,1
PK,dns_consistency,2022-02-14 15:33:01.116223,AS6970,COMM,anomaly,0.5499,1.1063,57.14,0,0
CN,web_connectivity,2022-02-14 19:55:26.345269,AS55961,POLR,confirmed,0.7607,0.3378,5.0,1,1
KZ,web_connectivity,2022-02-15 00:17:51.574314,AS8640,COMT,ok,0.0231,1.2922,149.83,1,0
IR,dns_consistency,2022-02-15 04:40:16.803360,AS2182,COMT,anomaly,0.5673,0.7027,30.62,1,0
NG,web_connectivity,2022-02-15 09:02:42.032406,AS28647,ANON,ok,0.3444,0.5633,25.34,1,0
VN,whatsapp,2022-02-15 13:25:07.261452,AS28910,ECON,anomaly,0.4857,1.2658,5.0,0,0
VN,web_connectivity,2022-02-15 17:47:32.490498,AS25581,COMT,ok,0.1786,0.3598,29.84,1,0
TR,telegram,2022-02-15 22:09:57.719543,AS36237,POLR,ok,0.0246,0.7013,5.0,1,0
AZ,whatsapp,2022-02-16 02:32:22.948589,AS26441,POLR,ok,0.0522,0.1408,44.22,1,0
PK,tcp_connect,2022-02-16 06:54:48.177635,AS58653,LGBT,ok,0.2612,0.4832,22.36,1,0
US,web_connectivity,2022-02-16 11:17:13.406681,AS33842,REL,ok,0.1599,0.1963,226.52,1,0
NG,http_header_field_manipulation,2022-02-16 15:39:38.635727,AS32635,ANON,ok,0.0736,1.8119,39.09,1,0
BR,web_connectivity,2022-02-16 20:02:03.864772,AS51947,SRCH,ok,0.1263,1.5679,9.12,1,0
TH,http_header_field_manipulation,2022-02-17 00:24:29.093818,AS25581,LGBT,ok,0.0448,0.4581,183.17,1,0
KZ,web_connectivity,2022-02-17 04:46:54.322864,AS8947,REL,ok,0.1475,0.3031,114.34,1,0
CN,whatsapp,2022-02-17 09:09:19.551910,AS15061,LGBT,anomaly,0.9297,0.4789,348.79,0,1
CN,web_connectivity,2022-02-17 13:31:44.780956,AS23227,POLR,confirmed,0.849,0.19,130.98,1,1
FR,http_header_field_manipulation,2022-02-17 17:54:10.010002,AS48048,HUMR,ok,0.0146,2.1237,150.71,1,0
CN,whatsapp,2022-02-17 22:16:35.239047,AS41369,POLR,ok,0.197,1.644,39.77,1,0
ID,http_header_field_manipulation,2022-02-18 02:39:00.468093,AS24775,NEWS,ok,0.0876,0.0858,181.72,1,0
NG,web_connectivity,2022-02-18 07:01:25.697139,AS25581,COMT,ok,0.1989,0.869,102.92,1,0
RU,web_connectivity,2022-02-18 11:23:50.926185,AS49977,NEWS,ok,0.4826,0.8223,5.0,1,0
TR,dns_consistency,2022-02-18 15:46:16.155231,AS22895,SRCH,ok,0.0588,0.0945,66.68,1,0
DE,web_connectivity,2022-02-18 20:08:41.384276,AS52965,HUMR,ok,0.0048,0.6888,116.48,1,1
BY,web_connectivity,2022-02-19 00:31:06.613322,AS49977,POLR,ok,0.1721,0.7555,52.98,1,0
TR,web_connectivity,2022-02-19 04:53:31.842368,AS2175,REL,ok,0.1561,0.8341,120.32,1,0
TR,tcp_connect,2022-02-19 09:15:57.071414,AS36237,REL,ok,,0.0345,36.68,1,0
UZ,web_connectivity,2022-02-19 13:38:22.300460,AS39530,SRCH,ok,0.4736,0.5014,56.12,1,0
RU,telegram,2022-02-19 18:00:47.529505,AS25581,COMM,anomaly,0.6936,1.3433,232.34,0,1
BR,web_connectivity,2022-02-19 22:23:12.758551,AS42772,ANON,ok,0.0412,1.3683,97.73,1,0
US,tcp_connect,2022-02-20 02:45:37.987597,AS41369,COMM,ok,0.0679,0.9239,61.69,0,0
RU,web_connectivity,2022-02-20 07:08:03.216643,AS59099,SRCH,ok,0.1424,0.0617,97.18,1,0
RU,telegram,2022-02-20 11:30:28.445689,AS29606,ANON,ok,0.0113,0.1605,56.04,0,0
IN,web_connectivity,2022-02-20 15:52:53.674734,AS18345,POLR,ok,0.0334,0.4701,137.23,1,0
IR,web_connectivity,2022-02-20 20:15:18.903780,AS57909,HUMR,anomaly,0.7459,0.3539,,0,1
DE,web_connectivity,2022-02-21 00:37:44.132826,AS47656,ANON,ok,0.0248,0.1075,44.01,1,0
NG,web_connectivity,2022-02-21 05:00:09.361872,AS6970,COMT,ok,0.0431,0.9351,144.81,1,0
VN,dns_consistency,2022-02-21 09:22:34.590918,AS29338,ANON,failure,0.5002,0.3854,498.09,0,1
US,tcp_connect,2022-02-21 13:44:59.819963,AS29338,POLR,ok,0.0729,0.1241,295.79,1,0
IN,web_connectivity,2022-02-21 18:07:25.049009,AS19111,ECON,ok,0.1637,0.2238,31.88,1,0
IR,tcp_connect,2022-02-21 22:29:50.278055,AS28910,POLR,ok,0.0056,0.4194,230.95,0,0
CN,tcp_connect,2022-02-22 02:52:15.507101,AS46987,ANON,confirmed,0.4387,0.644,212.75,1,1
IN,telegram,2022-02-22 07:14:40.736147,AS9939,REL,anomaly,0.1412,0.9997,5.0,1,0
UZ,web_connectivity,2022-02-22 11:37:05.965193,AS2175,COMT,anomaly,0.5721,0.9481,108.28,0,1
CN,web_connectivity,2022-02-22 15:59:31.194238,AS51947,COMM,ok,0.2126,1.0513,180.46,1,0
IN,web_connectivity,2022-02-22 20:21:56.423284,AS15061,ANON,anomaly,0.514,2.5727,16.68,0,0
EG,web_connectivity,2022-02-23 00:44:21.652330,AS49724,REL,ok,0.0274,0.4332,93.12,1,0
EG,dns_consistency,2022-02-23 05:06:46.881376,AS23883,HUMR,ok,0.0019,0.6837,381.03,1,0
ID,dns_consistency,2022-02-23 09:29:12.110422,AS11241,SRCH,ok,0.0012,0.5448,357.7,1,0
CN,web_connectivity,2022-02-23 13:51:37.339467,AS45204,COMM,confirmed,0.6282,0.1169,145.58,1,0
RU,http_header_field_manipulation,2022-02-23 18:14:02.568513,AS19698,COMM,anomaly,0.5503,0.7811,209.03,0,1
TR,web_connectivity,2022-02-23 22:36:27.797559,AS42772,LGBT,anomaly,0.5092,0.1442,70.62,1,0
IR,web_connectivity,2022-02-24 02:58:53.026605,AS58653,HUMR,confirmed,0.327,0.0534,88.23,1,0
US,web_connectivity,2022-02-24 07:21:18.255651,AS52615,NEWS,ok,0.0797,0.247,616.55,1,0
KZ,dns_consistency,2022-02-24 11:43:43.484696,AS17131,NEWS,anomaly,0.4512,0.3003,208.04,0,1
VN,http_header_field_manipulation,2022-02-24 16:06:08.713742,AS49724,POLR,ok,0.0093,1.0875,55.86,1,0
IR,tcp_connect,2022-02-24 20:28:33.942788,AS1588,COMM,anomaly,0.3518,1.3976,30.29,1,0
IR,telegram,2022-02-25 00:50:59.171834,AS59099,ANON,ok,0.2991,1.131,90.61,1,0
UZ,tcp_connect,2022-02-25 05:13:24.400880,AS2182,COMM,confirmed,0.6775,0.4436,77.45,0,1
DE,web_connectivity,2022-02-25 09:35:49.629925,AS2182,REL,ok,0.013,1.4829,36.35,1,0
UZ,web_connectivity,2022-02-25 13:58:14.858971,AS28910,COMT,ok,0.007,0.1287,33.81,1,0
EG,telegram,2022-02-25 18:20:40.088017,AS39530,NEWS,ok,0.1404,0.602,391.47,1,0
FR,tcp_connect,2022-02-25 22:43:05.317063,AS45204,LGBT,ok,0.0123,0.9427,72.92,1,0
AZ,tcp_connect,2022-02-26 03:05:30.546109,AS2072,ANON,ok,0.0436,0.1129,39.86,1,1
IN,http_header_field_manipulation,2022-02-26 07:27:55.775155,AS22895,COMM,ok,0.1037,0.7948,80.0,1,0
PK,web_connectivity,2022-02-26 11:50:21.004200,AS15539,COMT,ok,,0.6349,5.0,1,0
DE,whatsapp,2022-02-26 16:12:46.233246,AS26441,COMT,ok,0.0169,0.5121,36.38,1,0
CN,web_connectivity,2022-02-26 20:35:11.462292,AS47656,LGBT,anomaly,,0.1273,109.99,0,1
CN,web_connectivity,2022-02-27 00:57:36.691338,AS25884,COMM,ok,0.2003,0.6934,18.56,1,0
IN,web_connectivity,2022-02-27 05:20:01.920384,AS39530,HUMR,ok,0.0355,0.3751,118.95,1,0
IR,dns_consistency,2022-02-27 09:42:27.149429,AS28910,REL,ok,0.0743,1.6767,17.81,1,0
IR,dns_consistency,2022-02-27 14:04:52.378475,AS58842,SRCH,confirmed,0.3876,0.1793,218.55,1,1
US,dns_consistency,2022-02-27 18:27:17.607521,AS32671,LGBT,ok,0.0127,0.6302,316.84,1,0
ID,dns_consistency,2022-02-27 22:49:42.836567,AS2182,SRCH,ok,0.1629,0.1383,74.26,1,0
BR,web_connectivity,2022-02-28 03:12:08.065613,AS39530,COMM,ok,0.1219,0.3079,426.08,1,0
IN,web_connectivity,2022-02-28 07:34:33.294658,AS51947,ECON,ok,0.0577,1.3114,124.81,1,1
CN,http_header_field_manipulation,2022-02-28 11:56:58.523704,AS58945,COMT,failure,0.9567,1.0459,673.17,1,1
CN,tcp_connect,2022-02-28 16:19:23.752750,AS58945,LGBT,anomaly,0.6914,0.4332,122.26,1,0
VN,dns_consistency,2022-02-28 20:41:48.981796,AS41369,REL,ok,0.0448,1.0707,38.43,1,1
BY,http_header_field_manipulation,2022-03-01 01:04:14.210842,AS20553,SRCH,confirmed,0.5948,0.0436,311.46,0,0
IN,dns_consistency,2022-03-01 05:26:39.439887,AS52965,NEWS,ok,,1.5843,432.81,1,0
BR,web_connectivity,2022-03-01 09:49:04.668933,AS17131,POLR,ok,0.1502,0.769,259.05,1,0
EG,web_connectivity,2022-03-01 14:11:29.897979,AS55374,NEWS,ok,0.0252,0.485,61.58,1,0
RU,web_connectivity,2022-03-01 18:33:55.127025,AS9939,SRCH,ok,0.2555,1.5058,49.57,1,0
TR,http_header_field_manipulation,2022-03-01 22:56:20.356071,AS9939,SRCH,ok,0.181,2.3804,23.34,1,0
EG,dns_consistency,2022-03-02 03:18:45.585117,AS35011,COMM,ok,0.0246,0.7704,81.4,1,1
VN,web_connectivity,2022-03-02 07:41:10.814162,AS52615,NEWS,ok,0.0973,0.1325,51.91,1,0
RU,dns_consistency,2022-03-02 12:03:36.043208,AS6970,NEWS,anomaly,0.177,0.4443,202.27,1,1
CN,telegram,2022-03-02 16:26:01.272254,AS22895,ANON,failure,0.8444,1.2309,295.94,0,1
VN,web_connectivity,2022-03-02 20:48:26.501300,AS13266,ANON,ok,0.1072,1.1906,306.34,1,0
CN,vanilla_tor,2022-03-03 01:10:51.730346,AS49977,NEWS,anomaly,0.6095,0.837,156.92,1,1
MM,facebook_messenger,2022-03-03 05:33:16.959391,AS58653,COMM,anomaly,0.432,0.909,75.05,1,0
RU,tcp_connect,2022-03-03 09:55:42.188437,AS58569,COMM,ok,0.0059,1.1819,175.87,1,0
CN,tcp_connect,2022-03-03 14:18:07.417483,AS10526,SRCH,anomaly,0.4362,1.0882,433.17,0,1
TR,web_connectivity,2022-03-03 18:40:32.646529,AS6146,COMM,ok,0.122,0.4667,90.65,1,1
UZ,web_connectivity,2022-03-03 23:02:57.875575,AS25884,SRCH,anomaly,0.5124,0.5756,24.02,0,0
MM,facebook_messenger,2022-03-04 03:25:23.104620,AS51947,ECON,ok,0.0522,0.009,58.58,1,0
KZ,web_connectivity,2022-03-04 07:47:48.333666,AS53867,HUMR,confirmed,0.4302,0.6033,96.55,0,0
DE,web_connectivity,2022-03-04 12:10:13.562712,AS41369,ANON,ok,0.0369,0.6269,418.51,1,0
BY,web_connectivity,2022-03-04 16:32:38.791758,AS48048,COMM,ok,0.2673,0.1329,104.82,1,0
AZ,http_header_field_manipulation,2022-03-04 20:55:04.020804,AS11241,HUMR,anomaly,0.5598,0.2655,122.9,1,1
IN,web_connectivity,2022-03-05 01:17:29.249849,AS9939,ANON,ok,,0.8058,25.72,1,0
FR,web_connectivity,2022-03-05 05:39:54.478895,AS45204,POLR,ok,0.3337,0.4443,129.46,1,0
AZ,tcp_connect,2022-03-05 10:02:19.707941,AS18345,REL,ok,0.1157,0.1272,139.11,1,0
FR,dns_consistency,2022-03-05 14:24:44.936987,AS51947,ECON,ok,0.3346,0.5349,74.88,1,0
AZ,dns_consistency,2022-03-05 18:47:10.166033,AS29606,NEWS,anomaly,0.7435,1.1717,155.36,0,1
PK,web_connectivity,2022-03-05 23:09:35.395079,AS53867,COMM,ok,0.0334,1.3819,26.06,1,0
TH,web_connectivity,2022-03-06 03:32:00.624124,AS49724,ECON,ok,0.0723,1.1801,89.2,1,0
IN,web_connectivity,2022-03-06 07:54:25.853170,AS39530,LGBT,ok,0.3949,0.4643,228.49,1,0
MM,dns_consistency,2022-03-06 12:16:51.082216,AS15539,ANON,ok,0.0904,1.0482,45.72,1,0
CN,tcp_connect,2022-03-06 16:39:16.311262,AS24775,NEWS,failure,0.8411,0.2839,258.18,0,1
EG,tcp_connect,2022-03-06 21:01:41.540308,AS35011,ANON,anomaly,,0.0892,140.18,0,0
MM,web_connectivity,2022-03-07 01:24:06.769353,AS7926,COMT,anomaly,0.4097,1.2566,90.81,0,1
EG,whatsapp,2022-03-07 05:46:31.998399,AS17131,SRCH,anomaly,0.7632,0.0377,89.65,0,1
BY,web_connectivity,2022-03-07 10:08:57.227445,AS51947,HUMR,anomaly,0.3363,1.0992,268.54,0,1
IN,web_connectivity,2022-03-07 14:31:22.456491,AS33842,HUMR,ok,0.0227,0.1357,18.82,1,0
US,whatsapp,2022-03-07 18:53:47.685537,AS32635,REL,ok,0.0857,0.2597,192.06,1,0
RU,web_connectivity,2022-03-07 23:16:12.914582,AS2182,NEWS,ok,0.1928,1.6471,90.04,1,0
IR,http_header_field_manipulation,2022-03-08 03:38:38.143628,AS58842,HUMR,confirmed,0.2161,0.5531,5.0,1,0
NG,web_connectivity,2022-03-08 08:01:03.372674,AS44761,COMT,ok,,1.1919,16.79,1,0
BR,web_connectivity,2022-03-08 12:23:28.601720,AS33842,SRCH,ok,0.1252,0.2153,39.03,1,0
CN,http_header_field_manipulation,2022-03-08 16:45:53.830766,AS22453,POLR,confirmed,0.2977,0.1562,25.19,0,1
CN,web_connectivity,2022-03-08 21:08:19.059811,AS24775,POLR,confirmed,0.4242,0.0082,72.29,0,1
TR,web_connectivity,2022-03-09 01:30:44.288857,AS39530,REL,ok,0.0061,0.6349,158.76,1,0
EG,dns_consistency,2022-03-09 05:53:09.517903,AS23227,HUMR,ok,0.1187,0.0198,219.22,1,0
NG,web_connectivity,2022-03-09 10:15:34.746949,AS13761,ECON,ok,0.0985,0.9924,83.16,1,0
RU,tcp_connect,2022-03-09 14:37:59.975995,AS59099,ANON,confirmed,0.5804,0.2087,63.06,1,1
PK,tcp_connect,2022-03-09 19:00:25.205041,AS6146,COMM,anomaly,0.9037,0.6439,104.26,1,0
CN,http_header_field_manipulation,2022-03-09 23:22:50.434086,AS51947,SRCH,ok,0.0776,1.3803,11.69,1,0
VN,web_connectivity,2022-03-10 03:45:15.663132,AS55374,NEWS,ok,0.0283,0.2743,93.23,1,0
IR,dns_consistency,2022-03-10 08:07:40.892178,AS55961,ECON,confirmed,0.4201,0.2463,238.71,0,1
FR,http_header_field_manipulation,2022-03-10 12:30:06.121224,AS22895,POLR,ok,0.025,0.4831,292.06,1,0
RU,web_connectivity,2022-03-10 16:52:31.350270,AS13761,ANON,failure,0.7513,0.8364,57.61,0,0
PK,web_connectivity,2022-03-10 21:14:56.579315,AS6146,POLR,ok,0.0861,2.8807,234.05,1,0
US,whatsapp,2022-03-11 01:37:21.808361,AS45204,POLR,ok,0.0371,0.6913,194.94,1,0
RU,web_connectivity,2022-03-11 05:59:47.037407,AS13266,ANON,ok,0.0138,1.4456,196.15,1,1
RU,http_header_field_manipulation,2022-03-11 10:22:12.266453,AS39530,COMT,ok,0.0733,0.1642,209.91,1,0
IN,web_connectivity,2022-03-11 14:44:37.495499,AS10526,ECON,ok,0.0557,1.755,73.48,1,0
MM,tcp_connect,2022-03-11 19:07:02.724544,AS24775,COMT,confirmed,0.5553,0.0548,450.99,1,1
RU,web_connectivity,2022-03-11 23:29:27.953590,AS4099,COMT,ok,0.4472,0.1667,171.2,1,0
EG,whatsapp,2022-03-12 03:51:53.182636,AS42135,SRCH,ok,0.1656,0.3714,63.98,1,0
VN,web_connectivity,2022-03-12 08:14:18.411682,AS11241,REL,ok,0.1251,0.9406,5.0,1,0
CN,telegram,2022-03-12 12:36:43.640728,AS55961,ANON,failure,0.4257,2.8172,209.14,1,0
RU,web_connectivity,2022-03-12 16:59:08.869773,AS22895,ECON,ok,0.067,0.8756,165.24,1,0
UZ,http_header_field_manipulation,2022-03-12 21:21:34.098819,AS41085,COMM,ok,0.1617,1.1044,219.41,1,1
TR,whatsapp,2022-03-13 01:43:59.327865,AS17131,NEWS,ok,0.0558,0.4264,,1,0
IR,web_connectivity,2022-03-13 06:06:24.556911,AS51222,LGBT,anomaly,0.5661,1.8566,129.3,1,1
VN,web_connectivity,2022-03-13 10:28:49.785957,AS57909,NEWS,ok,0.0166,0.8049,75.21,1,0
CN,telegram,2022-03-13 14:51:15.015003,AS19698,ECON,ok,0.1451,0.3343,112.33,1,0
DE,web_connectivity,2022-03-13 19:13:40.244048,AS28647,HUMR,ok,0.0818,0.587,220.53,1,0
RU,http_header_field_manipulation,2022-03-13 23:36:05.473094,AS33842,SRCH,ok,0.3903,0.6743,50.55,1,0
FR,web_connectivity,2022-03-14 03:58:30.702140,AS46987,NEWS,ok,0.2197,1.0348,25.97,1,0
DE,http_header_field_manipulation,2022-03-14 08:20:55.931186,AS46987,REL,ok,0.1958,0.2767,8.91,1,0
FR,web_connectivity,2022-03-14 12:43:21.160232,AS29606,SRCH,ok,0.1484,0.1907,726.77,0,0
IN,http_header_field_manipulation,2022-03-14 17:05:46.389277,AS13761,COMT,ok,0.2888,1.6649,155.81,1,0
TR,web_connectivity,2022-03-14 21:28:11.618323,AS26441,ECON,anomaly,0.5376,0.5185,5.0,1,1
UZ,dns_consistency,2022-03-15 01:50:36.847369,AS41369,ECON,ok,0.0472,0.3048,30.54,1,0
TR,web_connectivity,2022-03-15 06:13:02.076415,AS28647,COMT,anomaly,0.4671,0.159,124.67,0,0
DE,http_header_field_manipulation,2022-03-15 10:35:27.305461,AS20553,HUMR,ok,0.1373,0.7138,64.53,1,0
RU,web_connectivity,2022-03-15 14:57:52.534506,AS15631,HUMR,ok,0.0312,0.7412,113.41,1,0
ID,web_connectivity,2022-03-15 19:20:17.763552,AS13266,POLR,anomaly,0.4759,2.3729,94.77,1,1
RU,http_header_field_manipulation,2022-03-15 23:42:42.992598,AS25581,COMT,ok,0.0154,0.1329,5.0,1,0
PK,web_connectivity,2022-03-16 04:05:08.221644,AS47656,COMT,ok,0.0633,0.6966,55.68,1,0
US,whatsapp,2022-03-16 08:27:33.450690,AS17131,ANON,ok,0.0543,0.8535,110.22,1,0
RU,tcp_connect,2022-03-16 12:49:58.679735,AS45204,HUMR,confirmed,0.8905,0.0915,92.98,0,1
RU,dns_consistency,2022-03-16 17:12:23.908781,AS54883,LGBT,ok,0.0941,0.3519,72.03,1,0
TH,web_connectivity,2022-03-16 21:34:49.137827,AS25884,LGBT,failure,0.3017,0.7253,4083.52,0,1
PK,http_header_field_manipulation,2022-03-17 01:57:14.366873,AS2182,COMM,ok,0.2112,1.0922,487.78,1,0
VN,web_connectivity,2022-03-17 06:19:39.595919,AS28910,LGBT,ok,0.0086,0.2426,59.83,1,0
DE,tcp_connect,2022-03-17 10:42:04.824964,AS4263,ECON,ok,0.2289,0.1061,173.17,1,0
CN,web_connectivity,2022-03-17 15:04:30.054010,AS46987,SRCH,ok,0.2482,0.3987,15.42,1,0
VN,web_connectivity,2022-03-17 19:26:55.283056,AS40389,HUMR,ok,0.0423,0.5606,593.34,1,0
NG,web_connectivity,2022-03-17 23:49:20.512102,AS59099,HUMR,ok,0.2929,1.4349,58.34,1,0
EG,facebook_messenger,2022-03-18 04:11:45.741148,AS2592,ANON,anomaly,0.6352,0.5433,94.29,0,0
IN,tcp_connect,2022-03-18 08:34:10.970194,AS19698,NEWS,ok,0.1146,0.108,28.82,1,0
FR,web_connectivity,2022-03-18 12:56:36.199239,AS38379,HUMR,ok,0.0251,0.1597,13.64,1,1
RU,facebook_messenger,2022-03-18 17:19:01.428285,AS24775,POLR,anomaly,0.3782,0.7999,16.57,1,1
RU,web_connectivity,2022-03-18 21:41:26.657331,AS33842,REL,ok,0.067,0.0438,327.15,1,0
UZ,tcp_connect,2022-03-19 02:03:51.886377,AS6146,REL,ok,0.0055,1.2188,125.55,1,0
NG,http_header_field_manipulation,2022-03-19 06:26:17.115423,AS20553,COMM,ok,0.0725,1.5672,427.49,1,0
TR,whatsapp,2022-03-19 10:48:42.344468,AS4899,ANON,ok,,0.005,51.03,1,0
PK,web_connectivity,2022-03-19 15:11:07.573514,AS2072,HUMR,ok,0.1023,1.5577,86.13,1,0
DE,web_connectivity,2022-03-19 19:33:32.802560,AS35044,HUMR,ok,0.0373,1.9536,,1,0
RU,http_header_field_manipulation,2022-03-19 23:55:58.031606,AS26441,COMT,anomaly,0.865,0.6006,11.42,0,1
VN,web_connectivity,2022-03-20 04:18:23.260652,AS7926,POLR,anomaly,0.4832,0.6575,182.82,0,1
CN,web_connectivity,2022-03-20 08:40:48.489697,AS57909,COMM,ok,0.0242,2.1753,47.45,1,0
IR,tcp_connect,2022-03-20 13:03:13.718743,AS32635,SRCH,anomaly,0.8964,1.6186,211.19,1,1
CN,http_header_field_manipulation,2022-03-20 17:25:38.947789,AS55961,SRCH,anomaly,0.2706,0.9206,71.4,0,0
DE,web_connectivity,2022-03-20 21:48:04.176835,AS41085,POLR,ok,0.0156,0.6692,291.55,1,0
RU,web_connectivity,2022-03-21 02:10:29.405881,AS35011,SRCH,confirmed,0.4563,0.0413,258.4,0,1
KZ,web_connectivity,2022-03-21 06:32:54.634926,AS19111,LGBT,ok,0.0434,0.3204,219.46,1,0
BR,tcp_connect,2022-03-21 10:55:19.863972,AS54883,NEWS,ok,0.0392,1.0574,,1,0
TR,tcp_connect,2022-03-21 15:17:45.093018,AS25983,COMT,failure,0.1828,0.9489,563.05,0,1
VN,tcp_connect,2022-03-21 19:40:10.322064,AS28647,REL,ok,0.0119,0.1372,239.96,1,0
MM,tcp_connect,2022-03-22 00:02:35.551110,AS41369,POLR,ok,0.0825,1.0854,223.82,1,0
NG,tcp_connect,2022-03-22 04:25:00.780156,AS8947,NEWS,ok,0.1056,0.2756,5.0,1,0
CN,web_connectivity,2022-03-22 08:47:26.009201,AS44761,NEWS,ok,0.0033,1.5057,152.42,1,0
IR,web_connectivity,2022-03-22 13:09:51.238247,AS11241,NEWS,confirmed,0.4349,0.4489,213.96,0,1
AZ,tcp_connect,2022-03-22 17:32:16.467293,AS40389,REL,ok,0.0623,0.0119,150.57,1,0
CN,web_connectivity,2022-03-22 21:54:41.696339,AS22453,ECON,ok,0.1795,0.623,5.0,1,0
RU,vanilla_tor,2022-03-23 02:17:06.925385,AS7926,ANON,anomaly,0.6211,0.3732,130.83,0,0
NG,whatsapp,2022-03-23 06:39:32.154430,AS32635,POLR,ok,0.0466,1.1859,5.0,1,0
IR,dns_consistency,2022-03-23 11:01:57.383476,AS17131,ECON,anomaly,0.4813,0.5866,205.44,0,0
FR,web_connectivity,2022-03-23 15:24:22.612522,AS42772,REL,ok,0.123,0.8711,153.31,0,0
AZ,dns_consistency,2022-03-23 19:46:47.841568,AS19698,ECON,ok,0.0608,0.0699,5.0,1,0
NG,tcp_connect,2022-03-24 00:09:13.070614,AS58653,REL,ok,0.0445,0.7778,47.54,1,0
BY,tcp_connect,2022-03-24 04:31:38.299659,AS46987,SRCH,ok,0.1134,0.1354,295.88,1,0
DE,web_connectivity,2022-03-24 08:54:03.528705,AS32671,ANON,ok,0.0316,0.9135,78.57,1,0
MM,tcp_connect,2022-03-24 13:16:28.757751,AS51947,NEWS,ok,0.2489,0.426,92.56,1,0
NG,http_header_field_manipulation,2022-03-24 17:38:53.986797,AS32635,SRCH,ok,0.056,0.5785,45.34,1,0
RU,web_connectivity,2022-03-24 22:01:19.215843,AS55374,ANON,ok,0.0867,1.2898,46.07,1,1
TH,web_connectivity,2022-03-25 02:23:44.444888,AS50319,REL,ok,0.0924,0.0801,41.55,1,0
AZ,dns_consistency,2022-03-25 06:46:09.673934,AS57909,COMM,anomaly,0.4571,0.5244,21.4,0,0
ID,web_connectivity,2022-03-25 11:08:34.902980,AS25884,POLR,ok,0.0621,1.8879,5.0,1,0
EG,web_connectivity,2022-03-25 15:31:00.132026,AS51222,ANON,ok,0.0902,1.8251,28.59,1,0
IN,web_connectivity,2022-03-25 19:53:25.361072,AS25581,SRCH,ok,0.1114,0.3087,663.79,1,0
CN,telegram,2022-03-26 00:15:50.590118,AS29606,HUMR,ok,0.2232,1.0829,55.35,1,0
IR,web_connectivity,2022-03-26 04:38:15.819163,AS6970,COMM,ok,0.0211,0.1891,61.7,1,0
IR,web_connectivity,2022-03-26 09:00:41.048209,AS2175,REL,anomaly,0.4726,0.9142,93.24,1,0
CN,web_connectivity,2022-03-26 13:23:06.277255,AS48048,ECON,confirmed,0.3959,0.036,246.07,0,1
BR,tcp_connect,2022-03-26 17:45:31.506301,AS4899,REL,ok,0.148,1.9444,101.95,1,1
VN,http_header_field_manipulation,2022-03-26 22:07:56.735347,AS52615,ANON,ok,0.0608,1.494,6.47,1,0
TR,tcp_connect,2022-03-27 02:30:21.964392,AS2182,COMT,anomaly,0.4685,0.2405,160.29,0,1
US,http_header_field_manipulation,2022-03-27 06:52:47.193438,AS41628,REL,ok,0.1023,2.2732,28.09,1,0
TR,dns_consistency,2022-03-27 11:15:12.422484,AS2175,SRCH,ok,0.0059,0.4197,231.41,1,0
VN,web_connectivity,2022-03-27 15:37:37.651530,AS17131,LGBT,ok,0.0599,0.3757,157.38,1,0
FR,http_header_field_manipulation,2022-03-27 20:00:02.880576,AS58945,LGBT,ok,0.0497,0.8016,344.26,1,0
VN,web_connectivity,2022-03-28 00:22:28.109621,AS47656,POLR,ok,0.1116,0.5204,270.86,1,0
RU,http_header_field_manipulation,2022-03-28 04:44:53.338667,AS39530,REL,ok,0.2402,0.2687,67.5,1,0
DE,web_connectivity,2022-03-28 09:07:18.567713,AS39530,ECON,ok,0.0177,0.3163,300.04,1,0
PK,whatsapp,2022-03-28 13:29:43.796759,AS13761,SRCH,ok,0.3542,0.3201,154.91,1,0
US,dns_consistency,2022-03-28 17:52:09.025805,AS9939,COMT,ok,0.1373,0.3503,,1,0
ID,dns_consistency,2022-03-28 22:14:34.254850,AS44761,HUMR,ok,,2.3194,96.01,1,0
RU,dns_consistency,2022-03-29 02:36:59.483896,AS1588,LGBT,ok,0.1553,0.2991,27.57,1,0
TR,tcp_connect,2022-03-29 06:59:24.712942,AS20553,HUMR,ok,,1.1781,101.27,1,0
CN,dns_consistency,2022-03-29 11:21:49.941988,AS55874,POLR,ok,0.2462,1.1322,5.0,1,0
PK,web_connectivity,2022-03-29 15:44:15.171034,AS53867,HUMR,anomaly,0.5613,1.3117,52.23,0,0
US,web_connectivity,2022-03-29 20:06:40.400080,AS29606,REL,ok,0.0262,0.34,86.95,1,1
IR,web_connectivity,2022-03-30 00:29:05.629125,AS58653,REL,confirmed,0.8547,0.0362,134.47,1,1
TR,web_connectivity,2022-03-30 04:51:30.858171,AS55374,SRCH,confirmed,0.8256,0.1605,24.87,0,0
US,web_connectivity,2022-03-30 09:13:56.087217,AS35044,COMM,ok,0.0516,1.9897,43.63,1,0
FR,whatsapp,2022-03-30 13:36:21.316263,AS44761,ANON,ok,0.0185,1.5267,109.73,1,0
IN,tcp_connect,2022-03-30 17:58:46.545309,AS48048,ECON,ok,0.1004,1.073,11.67,1,0
IR,web_connectivity,2022-03-30 22:21:11.774354,AS4899,NEWS,ok,0.1746,0.889,56.93,1,0
